sentence,difficulty,num_chars,num_words,avg_word_length,num_stopwords,ratio_num_words_over_stopwords,PRON,AUX,ADP,SCONJ,PUNCT,num_words_before_first_verb,VERB,ADJ,ADV,,NOUN,DET,CCONJ,PER,PART,INTJ,MISC,PROPN,LOC,ORG,NUM,X,Text_english_translation,hamming,hamming_normalized_similarity,levenshtein,levenshtein_normalized_similarity,jaro_winkler,jaccard,sorensen
"Waf, waf, je veux rentrer à la maison, chez Alice.",A1,50,10,4.1,3.0,3.3333333333333335,1.0,1.0,2.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,"Waf, waf, I want to go home, to Alice&#39;s place.",35.0,0.30000000000000004,32.0,0.36,0.8268888888888888,0.1111111111111111,0.2
Vous êtes marié(e) ?,A1,20,4,4.25,1.0,4.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You are married) ?,18.0,0.09999999999999998,9.0,0.55,0.7394586894586895,0.14285714285714285,0.25
"L'après-midi, elle se promène dans la campagne, ou elle explore la région",A1,73,12,5.166666666666667,7.0,1.7142857142857142,3.0,0.0,2.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In the afternoon, she walks in the countryside, or she explores the region",65.0,0.1216216216216216,50.0,0.32432432432432434,0.6202023941749969,0.0,0.0
Où habites-tu ?,A1,15,3,4.333333333333333,0.0,inf,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Where do you live ?,19.0,0.0,16.0,0.1578947368421053,0.5164578111946533,0.14285714285714285,0.25
Grand Dieu !,A1,12,3,3.3333333333333335,0.0,inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Good Lord !,11.0,0.08333333333333337,7.0,0.41666666666666663,0.6237373737373737,0.2,0.3333333333333333
Parlez-moi d'une journée habituelle.,A1,36,4,8.25,0.0,inf,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tell me about a typical day.,35.0,0.02777777777777779,29.0,0.19444444444444442,0.5677910052910052,0.0,0.0
Prends un pot de yaourt en verre.,A1,33,7,3.857142857142857,3.0,2.3333333333333335,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Take a glass jar of yogurt.,31.0,0.06060606060606055,25.0,0.24242424242424243,0.5883136924803591,0.0,0.0
"A Barcelone, mes parents ont réservé un appartement près de la plage",A1,68,12,4.75,5.0,2.4,0.0,1.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,In Barcelona my parents booked an apartment near the beach,65.0,0.044117647058823484,32.0,0.5294117647058824,0.6710174324602405,0.047619047619047616,0.09090909090909091
Les hommes les entourent.,A1,25,4,5.5,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The men surround them.,23.0,0.07999999999999996,19.0,0.24,0.6432575757575757,0.0,0.0
Envoie-moi un mot pour confirmer votre présence.,A1,48,7,6.0,3.0,2.3333333333333335,1.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Drop me a line to confirm your attendance.,45.0,0.0625,29.0,0.39583333333333337,0.7031926406926406,0.0,0.0
Je vais prendre une tarte aux fraises.,A1,38,7,4.571428571428571,2.0,3.5,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I&#39;ll have a strawberry pie.,37.0,0.02631578947368418,30.0,0.21052631578947367,0.5366283091240647,0.0,0.0
Bons baisers de la Réunion où nous passons quelques jours de vacances.,A1,70,12,4.916666666666667,4.0,3.0,2.0,0.0,2.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Good kisses from Reunion Island where we are spending a few days of vacation.,73.0,0.051948051948051965,51.0,0.33766233766233766,0.6704974271012006,0.0,0.0
Il porte aussi des lunettes rouges,A1,34,6,4.833333333333333,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,He also wears red glasses,31.0,0.08823529411764708,25.0,0.2647058823529411,0.676358543417367,0.0,0.0
Virginie adore les vacances à la mer,A1,36,7,4.285714285714286,3.0,2.3333333333333335,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Virginie loves seaside vacations,25.0,0.3055555555555556,21.0,0.41666666666666663,0.8391388888888889,0.1,0.18181818181818182
J'habite un quartier calme,A1,26,4,5.75,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I live in a quiet neighborhood,26.0,0.1333333333333333,23.0,0.23333333333333328,0.5255189255189255,0.0,0.0
Tapez votre message sur les touches de votre téléphone,A1,54,9,5.111111111111111,5.0,1.8,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Type your message using the keys of your phone,48.0,0.11111111111111116,25.0,0.537037037037037,0.6682769726247987,0.058823529411764705,0.1111111111111111
Domi était très contente de découvrir ce monde magnifique.,A1,58,9,5.555555555555555,3.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Domi was very happy to discover this magnificent world.,52.0,0.10344827586206895,40.0,0.31034482758620685,0.8213643827436931,0.058823529411764705,0.1111111111111111
Mets la bougie dans le pot.,A1,27,6,3.6666666666666665,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Put the candle in the jar.,23.0,0.14814814814814814,19.0,0.2962962962962963,0.6752136752136751,0.0,0.0
Je vais prendre la formule à 15 euros.,A1,38,8,3.875,2.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I will take the formula at 15 euros.,34.0,0.10526315789473684,18.0,0.5263157894736843,0.6843729694606887,0.14285714285714285,0.25
"Elles m'ont promis de me faire découvrir tout Londres : nous visiterons les musées, les monuments et les parcs",A1,110,19,4.842105263157895,7.0,2.7142857142857144,4.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"They promised to show me all of London: we will visit museums, monuments and parks",101.0,0.08181818181818179,63.0,0.42727272727272725,0.7097409106096042,0.0625,0.11764705882352941
Un saison parfaite pour les sorcières,A1,37,6,5.333333333333333,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A perfect season for witches,36.0,0.027027027027026973,27.0,0.2702702702702703,0.6455383955383955,0.0,0.0
"Ma soeur s'appelle Laura, elle a treize ans.",A1,44,8,4.625,1.0,8.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"My sister&#39;s name is Laura, she is thirteen.",43.0,0.08510638297872342,29.0,0.3829787234042553,0.643761533159919,0.06666666666666667,0.125
Bonjour Abdel et merci pour ton message !,A1,41,8,4.25,3.0,2.6666666666666665,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Hello Abdel and thank you for your message!,42.0,0.023255813953488413,22.0,0.4883720930232558,0.7165579504632257,0.06666666666666667,0.125
"Mon réveil sonne à six heures et demie, je me rendors pendant un quart d'heure, et je me lève vers sept heures moins le quart",A1,125,25,4.04,9.0,2.7777777777777777,4.0,0.0,4.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"My alarm goes off at half past six, I go back to sleep for a quarter of an hour, and I get up around a quarter to seven.",117.0,0.06399999999999995,94.0,0.248,0.6398730158730158,0.0,0.0
Tu manges beaucoup.,A1,19,3,5.666666666666667,0.0,inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,You eat too much.,17.0,0.10526315789473684,14.0,0.26315789473684215,0.5936245843366587,0.0,0.0
Salut!,A1,6,1,6.0,0.0,inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Hi!,6.0,0.0,5.0,0.16666666666666663,0.0,0.0,0.0
Il joue au football depuis cinq ans.,A1,36,7,4.285714285714286,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,He has been playing football for five years.,42.0,0.045454545454545414,27.0,0.38636363636363635,0.6618566618566618,0.07142857142857142,0.13333333333333333
Où habitez-vous ?,A1,17,3,5.0,0.0,inf,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Where do you live ?,19.0,0.0,16.0,0.1578947368421053,0.5195505102625846,0.14285714285714285,0.25
Le jour de l'An correspond au 1 janvier.,A1,40,8,4.125,2.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,New Year&#39;s Day is January 1.,36.0,0.09999999999999998,33.0,0.17500000000000004,0.5540441176470589,0.0,0.0
"Il vit à Paris avec ses parents et sa petite soeur Julie, âgée de 8 ans.",A1,72,16,3.5625,6.0,2.6666666666666665,1.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,He lives in Paris with his parents and his 8-year-old little sister Julie.,69.0,0.06756756756756754,48.0,0.3513513513513513,0.6841955591955591,0.07407407407407407,0.13793103448275862
"Ainsi, Pierre a le privilège d'admirer chaque jour l'un des monuments les plus visités au monde",A1,95,16,5.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,8.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,"Thus, Pierre has the privilege of admiring each day one of the most visited monuments in the world.",92.0,0.07070707070707072,58.0,0.41414141414141414,0.7112528796739322,0.0625,0.11764705882352941
Bonne chance !,A1,14,3,4.0,0.0,inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Good luck !,13.0,0.0714285714285714,9.0,0.3571428571428571,0.6038961038961039,0.2,0.3333333333333333
Bonne idée.,A1,11,2,5.0,0.0,inf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Good idea.,10.0,0.09090909090909094,6.0,0.4545454545454546,0.6595959595959596,0.0,0.0
Mais c'est tout.,A2,16,3,4.666666666666667,0.0,inf,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,But that&#39;s all.,19.0,0.0,17.0,0.10526315789473684,0.5153508771929824,0.0,0.0
Qu'est-ce que vous voulez ?,A2,27,5,4.6,2.0,2.5,2.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What do you want ?,27.0,0.0,19.0,0.2962962962962963,0.5370370370370371,0.1111111111111111,0.2
"Et bien, pourquoi pas ?",A2,23,5,3.8,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Well, why not?",23.0,0.0,19.0,0.17391304347826086,0.5062111801242236,0.0,0.0
"Oui, je vais le faire !",A2,23,6,3.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes I will do it !,23.0,0.0,16.0,0.30434782608695654,0.6055482359830185,0.09090909090909091,0.16666666666666666
Mais ce n'est pas le cas,A2,24,6,3.1666666666666665,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,But this is not the case,24.0,0.0,17.0,0.29166666666666663,0.5944444444444444,0.0,0.0
C'est un problème et on ne sait pas ce qu'on va faire,A2,53,12,3.5,6.0,2.0,5.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It&#39;s a problem and we don&#39;t know what we&#39;re gonna do,61.0,0.046875,46.0,0.28125,0.5928936433063792,0.0,0.0
Est-ce que tu veux que je regarde avec toi ?,A2,44,10,3.5,6.0,1.6666666666666667,5.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Do you want me to watch with you?,43.0,0.022727272727272707,32.0,0.2727272727272727,0.5463849016480595,0.0,0.0
"Et toi, ça va ?",A2,15,5,2.2,0.0,inf,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Are you okay?,14.0,0.06666666666666665,11.0,0.2666666666666667,0.5726495726495727,0.0,0.0
Mais si on n'a pas les moyens de le faire on le fera pas.,A2,57,14,3.142857142857143,7.0,2.0,4.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"But if we don&#39;t have the means to do it, we won&#39;t.",55.0,0.051724137931034475,44.0,0.24137931034482762,0.5922968340391207,0.0,0.0
"Ce n'est pas l'idéal, mais on n'a pas le choix",A2,46,10,3.7,5.0,2.0,2.0,1.0,0.0,0.0,1.0,11.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"It&#39;s not ideal, but we have no choice",43.0,0.06521739130434778,30.0,0.34782608695652173,0.5577447861435135,0.0,0.0
"Maintenant que je le connais, je n'ai plus peur !",A2,49,10,4.0,4.0,2.5,2.0,0.0,0.0,1.0,2.0,9.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Now that I know him, I&#39;m no longer afraid!",46.0,0.061224489795918324,41.0,0.16326530612244894,0.5455116829340432,0.0,0.0
Il ne peut en rester qu'un.,A2,27,6,3.6666666666666665,2.0,3.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There can only be one left.,24.0,0.11111111111111116,21.0,0.2222222222222222,0.5962236746550472,0.0,0.0
"Bon, peut-être qu'il y en pas encore beaucoup mais de plus en plus.",A2,67,13,4.230769230769231,6.0,2.1666666666666665,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Well, maybe there aren&#39;t many of them yet, but more and more.",64.0,0.04477611940298509,53.0,0.20895522388059706,0.5906110473274652,0.0,0.0
Il pense qu'elle ne peut pas tout faire.,A2,40,8,4.125,2.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,He thinks she can&#39;t do it all.,38.0,0.050000000000000044,29.0,0.275,0.5872315592903828,0.0,0.0
C'est le but !,A2,14,4,2.75,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,That&#39;s the point !,21.0,0.045454545454545414,16.0,0.2727272727272727,0.5616883116883117,0.14285714285714285,0.25
C'est comme ça tous les jours.,A2,30,6,4.166666666666667,1.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It&#39;s like that every day.,29.0,0.033333333333333326,26.0,0.1333333333333333,0.5307608100711549,0.0,0.0
Y en a beaucoup comme ça ?,A2,26,7,2.857142857142857,1.0,7.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Are there many like that?,24.0,0.07692307692307687,20.0,0.23076923076923073,0.5082905982905983,0.0,0.0
Moi je suis pas vraiment d'accord avec ce que dit Monsieur.,A2,59,11,4.454545454545454,6.0,1.8333333333333333,3.0,1.0,2.0,0.0,1.0,11.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I don&#39;t really agree with what Monsieur says.,56.0,0.05084745762711862,45.0,0.23728813559322037,0.5859780352819094,0.0,0.0
"Ce n'était pas le cas il y a cent ans, et c'est très bien.",A2,58,14,3.2142857142857144,5.0,2.8,4.0,2.0,0.0,0.0,2.0,9.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"This was not the case a hundred years ago, and that is very good.",62.0,0.0461538461538461,48.0,0.2615384615384615,0.6472401162056335,0.037037037037037035,0.07142857142857142
Moi je pense que l'école ne peut pas tout faire.,A2,48,10,3.9,4.0,2.5,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I don&#39;t think the school can do everything.,47.0,0.02083333333333337,41.0,0.14583333333333337,0.5700809238043281,0.0,0.0
C'est grâce à elle que j'en suis arrivé là.,A2,43,9,3.888888888888889,4.0,2.25,4.0,2.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It is thanks to her that I got there.,40.0,0.06976744186046513,36.0,0.16279069767441856,0.5640720279643169,0.0,0.0
On n'a pas peur de travailler.,A2,30,6,4.166666666666667,2.0,3.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,We are not afraid to work.,26.0,0.1333333333333333,23.0,0.23333333333333328,0.6529914529914529,0.0,0.0
"Pour moi, tout va bien.",A2,23,5,3.8,0.0,inf,1.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"For me, everything is fine.",24.0,0.11111111111111116,18.0,0.33333333333333337,0.6247987117552335,0.0,0.0
Même si je sais que c'est le repas le plus important de la journée.,A2,67,14,3.857142857142857,6.0,2.3333333333333335,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even though I know it&#39;s the most important meal of the day.,63.0,0.05970149253731338,46.0,0.31343283582089554,0.5825436310510937,0.04,0.07692307692307693
C'est peut-être ça que vous cherchez ?,A2,38,7,4.571428571428571,2.0,3.5,3.0,3.0,0.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maybe this is what you are looking for?,36.0,0.07692307692307687,34.0,0.1282051282051282,0.5220422852001799,0.0,0.0
Je ne sais pas ; pas beaucoup peut-être ; pas assez en tout cas.,A2,64,14,3.642857142857143,5.0,2.8,1.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I do not know ; not much perhaps; not enough anyway.,61.0,0.046875,46.0,0.28125,0.5697115384615384,0.041666666666666664,0.08
"Non, bien sûr que non.",A2,22,5,3.6,1.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No of course not.,19.0,0.13636363636363635,13.0,0.40909090909090906,0.6948900772430185,0.0,0.0
"Non il ne l'a pas encore reconnu, je crois.",A2,43,9,3.888888888888889,4.0,2.25,3.0,1.0,0.0,0.0,2.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No, he hasn&#39;t recognized it yet, I think.",36.0,0.19999999999999996,34.0,0.24444444444444446,0.5923169681309216,0.0,0.0
Ce qu'il y a dans la serviette.,A2,31,7,3.5714285714285716,3.0,2.3333333333333335,3.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What&#39;s in the towel.,29.0,0.06451612903225812,26.0,0.16129032258064513,0.5254687069203198,0.0,0.0
C'est maintenant ou jamais.,A2,27,4,6.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It&#39;s now or never.,26.0,0.03703703703703709,21.0,0.2222222222222222,0.5083052749719416,0.0,0.0
"J'ai une arme, et toi non.",A2,26,6,3.5,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"I have a gun, and you don&#39;t.",26.0,0.1875,23.0,0.28125,0.5911104826546003,0.0,0.0
"C'est génial, j'ai tout vu avant vous !",A2,39,8,4.0,1.0,8.0,3.0,2.0,1.0,0.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"It&#39;s great, I&#39;ve seen it all before you!",46.0,0.04166666666666663,37.0,0.22916666666666663,0.6006196581196582,0.0,0.0
"Le paradis, je vous le dis.",A2,27,6,3.6666666666666665,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Heaven, I tell you.",23.0,0.14814814814814814,19.0,0.2962962962962963,0.5936922077272955,0.0,0.0
L'école ne peut pas tout faire.,A2,31,6,4.333333333333333,2.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,School cannot do everything.,29.0,0.06451612903225812,23.0,0.25806451612903225,0.5916858678955453,0.0,0.0
"Je n'ai pas vraiment d'appétit le matin, même si je sais que c'est le repas le plus important de la journée",A2,107,21,4.142857142857143,9.0,2.3333333333333335,3.0,2.0,2.0,2.0,1.0,14.0,1.0,2.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I don&#39;t really have an appetite in the morning, although I know it&#39;s the most important meal of the day",102.0,0.08108108108108103,79.0,0.28828828828828834,0.6544256405938649,0.025,0.04878048780487805
Ce n'est pas facile à vivre.,A2,28,6,3.8333333333333335,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It is not easy to live with.,26.0,0.0714285714285714,20.0,0.2857142857142857,0.6204481792717087,0.0,0.0
C'est une question de point de vue.,A2,35,7,4.142857142857143,3.0,2.3333333333333335,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,It is a question of perspective.,34.0,0.02857142857142858,19.0,0.4571428571428572,0.686904761904762,0.08333333333333333,0.15384615384615385
Je ne sais pas si j'ai assez d'argent pour vous accompagner,A2,59,11,4.454545454545454,4.0,2.75,3.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I don&#39;t know if I have enough money to accompany you,57.0,0.03389830508474578,44.0,0.2542372881355932,0.5848894514148751,0.0,0.0
"Oui, mais ce n'est pas trop long ?",A2,34,8,3.375,3.0,2.6666666666666665,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Yes, but it&#39;s not too long?",31.0,0.08823529411764708,21.0,0.38235294117647056,0.6444655281467425,0.0,0.0
