Text,Difficulty,Text_english_translation,hamming,hamming_normalized_similarity,levenshtein,levenshtein_normalized_similarity,jaro_winkler,jaccard,sorensen
"Il l'a suivie, emporté par les flots.",B1,"He followed her, carried away by the waves.",41,0.046511627906976716,33,0.2325581395348837,0.5424560773397983,0.0,0.0
C'était un saint homme.,B1,He was a holy man.,22,0.04347826086956519,17,0.26086956521739135,0.5752452056799883,0.0,0.0
L'Égypte est décidément bien meurtrie.,B1,Egypt is decidedly badly damaged.,35,0.07894736842105265,24,0.368421052631579,0.6107921318447634,0.0,0.0
Monsieur Jefferson avait découvert qu'un stock d'armes avait été dérobé.,B1,Mr. Jefferson had discovered that a stockpile of weapons had been stolen.,69,0.0547945205479452,48,0.34246575342465757,0.6833118682433751,0.047619047619047616,0.09090909090909091
"La vie, c'est comme une boîte de chocolats : on ne sait jamais sur quoi on va tomber",B1,Life is like a box of chocolates: you never know what you&#39;re going to fall on,79,0.059523809523809534,58,0.30952380952380953,0.643151087595532,0.030303030303030304,0.058823529411764705
Un grand pouvoir implique de grandes responsabilités.,B1,With great power comes great responsibility.,49,0.07547169811320753,29,0.4528301886792453,0.6662296822674181,0.0,0.0
"Avant, je me disais que ma vie était une tragédie.",B1,I used to tell myself that my life was a tragedy.,40,0.19999999999999996,33,0.33999999999999997,0.6465099979385694,0.0,0.0
Je me rends compte que c’est une comédie.,B1,I realize it&#39;s a comedy.,40,0.024390243902439046,28,0.31707317073170727,0.5449670925280681,0.0,0.0
"Pour survivre à la guerre, il faut devenir la guerre.",B1,"To survive war, you have to become war.",49,0.07547169811320753,33,0.37735849056603776,0.6058930587232474,0.0,0.0
"Ils habitent en face d'une serveuse, Penny, dont le rêve est de devenir actrice.",B1,"They live across from a waitress, Penny, whose dream is to become an actress.",80,0.0,53,0.3375,0.6551406926406926,0.037037037037037035,0.07142857142857142
Chaque partie est jouée en plusieurs manches.,B1,Each game is played over several rounds.,44,0.022222222222222254,33,0.2666666666666667,0.6225308641975308,0.0,0.0
Le nombre de manche est variable selon le mode joué.,B1,The number of rounds is variable depending on the mode played.,48,0.22580645161290325,32,0.4838709677419355,0.7231558763816829,0.10526315789473684,0.19047619047619047
"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche.",B2,"Sitting on the terrace in the tourist district of Vieux Lyon, James sips a cold lemonade.",69,0.3168316831683168,56,0.4455445544554455,0.7195347399908529,0.10344827586206896,0.1875
"Avec la chaleur estivale, cette journée d’exploration se révèle très fatigante !",B2,"With the summer heat, this day of exploration is very tiring!",76,0.050000000000000044,50,0.375,0.6748907103825137,0.0,0.0
"Ce matin, James s’est levé tôt, a loué un vélo et a parcouru les rues de Lyon.",B2,"This morning, James got up early, rented a bike and roamed the streets of Lyon.",73,0.07594936708860756,50,0.36708860759493667,0.7157711653528002,0.10344827586206896,0.1875
"Il a longé les quais de la Saône, traversé la presqu’île, puis rejoint les quais du Rhône.",B2,"He walked along the banks of the Saône, crossed the peninsula, then joined the banks of the Rhône.",91,0.0714285714285714,59,0.3979591836734694,0.6526407785336357,0.06060606060606061,0.11428571428571428
"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B2,"On the way, he was able to admire the magnificent Bartholdi fountain on the large Place des Terreaux.",97,0.03960396039603964,46,0.5445544554455446,0.7583358577403634,0.13333333333333333,0.23529411764705882
"Il s’est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise.",B2,"He also stopped in a bakery where he hesitated for a long time between a pain au chocolat, a croissant, and a brioche with pralines, a typical Lyonnaise pastry.",164,0.06818181818181823,97,0.44886363636363635,0.7194534632034632,0.14285714285714285,0.25
Il a finalement opté pour cette dernière.,B2,He finally opted for the latter.,38,0.07317073170731703,23,0.4390243902439024,0.6982930593194822,0.0,0.0
James a ensuite rejoint le quartier moderne de la Confluence où le fleuve de la Saône se jette dans le Rhône.,B2,James then moved to the modern Confluence district where the Saône river flows into the Rhône.,95,0.12844036697247707,59,0.45871559633027525,0.8219973077868842,0.12121212121212122,0.21621621621621623
Il s’apprête maintenant à prendre le funiculaire qui l’emmènera au sommet de la colline de Fourvière.,B2,He is now preparing to take the funicular which will take him to the top of the Fourvière hill.,96,0.04950495049504955,68,0.3267326732673267,0.6443914824919025,0.0,0.0
"Là, il pourra visiter la fameuse basilique Notre Dame de Fourvière et contempler la splendide vue panoramique sur la ville de Lyon depuis le belvédère.",B2,"There, he will be able to visit the famous Notre Dame de Fourvière basilica and contemplate the splendid panoramic view of the city of Lyon from the belvedere.",130,0.1823899371069182,87,0.4528301886792453,0.735418331882158,0.10416666666666667,0.18867924528301888
"En redescendant à pied, il s’arrêtera pour visiter le plus ancien théâtre gallo-romain de France, puis ira dîner dans un bouchon lyonnais, restaurant typique de la ville.",B2,"Going back down on foot, he will stop to visit the oldest Gallo-Roman theater in France, then go to dinner in a Lyon stopper, a typical restaurant in the city.",153,0.09999999999999998,114,0.3294117647058824,0.6963949521108234,0.03636363636363636,0.07017543859649122
"Ah, le mois de décembre : ses illuminations, la couronne de l’Avent pour les catholiques, et le fameux calendrier empli de chocolat pour les enfants...",B2,"Ah, the month of December: its illuminations, the Advent wreath for Catholics, and the famous calendar filled with chocolate for children ...",138,0.08609271523178808,74,0.509933774834437,0.8491531633084403,0.044444444444444446,0.0851063829787234
Tous ces préparatifs rendent chaque année l’atmosphère festive et enjouée.,B2,All these preparations make the atmosphere festive and cheerful every year.,71,0.053333333333333344,47,0.3733333333333333,0.7086942114528322,0.05,0.09523809523809523
Il n’y a qu’à observer la métamorphose des rues commerçantes pour en être convaincu.,B2,One only has to observe the metamorphosis of the shopping streets to be convinced of it.,84,0.045454545454545414,54,0.38636363636363635,0.6487012987012987,0.0,0.0
"Finies les façades grises et ternes, terminée la morosité ambiante : les rues se parent de guirlandes scintillantes et les vitrines rivalisent d’imagination pour leur décoration.",B2,"No more gray and dull facades, no more gloomy surroundings: the streets are adorned with sparkling garlands and the windows compete in imagination for their decoration.",167,0.061797752808988804,116,0.348314606741573,0.7132587242137803,0.0,0.0
"Les passants semblent moins pressés, et s’attardent plus facilement devant une devanture ou dans les rayons.",B2,"Passers-by seem less in a hurry, and linger more easily in front of a storefront or in the shelves.",100,0.07407407407407407,78,0.2777777777777778,0.6662289562289562,0.0,0.0
Les dernières semaines avant Noël se déroulent dans une ambiance joyeuse et féérique,B2,The last weeks before Christmas take place in a joyful and magical atmosphere,75,0.1071428571428571,66,0.2142857142857143,0.6551226551226551,0.0,0.0
Le 24 décembre est le jour du réveillon.,B2,December 24 is New Years Eve.,36,0.09999999999999998,28,0.30000000000000004,0.6386015325670499,0.07692307692307693,0.14285714285714285
"C’est l’occasion de fêter Noël en famille, en petit comité.",B2,"This is the opportunity to celebrate Christmas with the family, in a small group.",78,0.03703703703703709,59,0.2716049382716049,0.6375932142738004,0.0,0.0
"Un sapin fraîchement coupé est installé dans la cuisine ou le salon, et décoré à l’aide de guirlandes colorées et de boules de noël.",B2,"A freshly cut Christmas tree is installed in the kitchen or living room, and decorated with colorful garlands and Christmas balls.",120,0.09090909090909094,100,0.24242424242424243,0.7054440059390554,0.0,0.0
"Les cadeaux seront déposés à son pied, le soir du 24 ou le 25 décembre au matin.",B2,"The gifts will be deposited at his foot, the evening of December 24 or 25 in the morning.",82,0.0786516853932584,65,0.2696629213483146,0.6600445563734986,0.06060606060606061,0.11428571428571428
"Le repas est servi sur une table resplendissante, recouverte de bougies et de petits santons.",B2,"The meal is served on a resplendent table, covered with candles and little figurines.",85,0.08602150537634412,55,0.4086021505376344,0.7111367782269523,0.0,0.0
C’est un jour de fête où l’on invite la famille plus éloignée à partager le repas de midi.,B2,It is a day of celebration when the more distant family is invited to share the midday meal.,86,0.06521739130434778,70,0.23913043478260865,0.6799564977047131,0.0,0.0
C’est souvent un repas fastueux et long : il n’est pas rare de sortir de table vers 16 ou 17heures !,B2,It is often a sumptuous and long meal: it is not uncommon to leave the table around 4 or 5 p.m.,92,0.07999999999999996,70,0.30000000000000004,0.6778167641325537,0.05,0.09523809523809523
"Il rampait à plat ventre, galopait à quatre pattes, prenait son panier aux dents, se tordait, glissait, ondulait, serpentait d'un mort à l'autre, et vidait la giberne ou a cartouchière comme un singe ouvre une voix.",B2,"He crawled on his stomach, galloped on all fours, took his basket with his teeth, twisted, slipped, undulated, snaked from one dead to another, and emptied the game or cartridge pouch like a monkey opens a voice.",198,0.07906976744186045,153,0.28837209302325584,0.7111239961832329,0.013888888888888888,0.0273972602739726
Une deuxième balle fit étinceler le pavé à côté de lui,B2,A second bullet sparked the pavement beside him,53,0.01851851851851849,37,0.31481481481481477,0.6452287140230402,0.0,0.0
Le spectacle était épouvantable et charmant.,B2,The sight was appalling and charming.,42,0.045454545454545414,28,0.36363636363636365,0.627952497952498,0.0,0.0
Il avait l'air de s'amuser beaucoup.,B2,He seemed to be having a lot of fun.,33,0.08333333333333337,31,0.13888888888888884,0.5952380952380952,0.0,0.0
Cela lui paraissait invraisemblable.,B2,It seemed implausible to him.,35,0.02777777777777779,30,0.16666666666666663,0.6048430463131008,0.0,0.0
"La locomotive, dirigée par le bras d'un mécanicien anglais et chauffée de houille anglaise, lançait sa fumée sur les plantations de cotonniers, de caféiers, de muscadiers, de girofliers, de poivriers rouges.",B2,"The locomotive, steered by the arm of an English mechanic and heated with English coal, threw its smoke on the plantations of cotton, coffee, nutmeg, clove, and red pepper.",193,0.06763285024154586,132,0.3623188405797102,0.6915136101200047,0.034482758620689655,0.06666666666666667
"La vapeur se contournait en spirales autour des groupes de palmiers, entre lesquels apparaissaient de pittoresques bungalows.",B2,"The steam spiraled around the clusters of palm trees, between which appeared picturesque bungalows.",121,0.03200000000000003,68,0.45599999999999996,0.7050059212817833,0.03333333333333333,0.06451612903225806
"Selon une étude, les élèves qui fréquentent des écoles où le téléphone est interdit ont de meilleurs résultats que les autres.",B2,"According to a study, students who attend schools where the telephone is prohibited perform better than others.",119,0.05555555555555558,87,0.30952380952380953,0.6420392517953494,0.0,0.0
"Dernièrement, le ministre de l’éducation nationale a souhaité durcir l’interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n’est pas suffsamment appliquée parce qu’aucune sanction n’est prévue.",B2,"Recently, the Minister of National Education wanted to tighten the ban on cell phones in college which already exists, but which, in practice, is not sufficiently applied because no sanction is foreseen.",215,0.06521739130434778,141,0.3869565217391304,0.7119381339230717,0.016129032258064516,0.031746031746031744
On semble oublier que le personnel en milieu scolaire applique déjà cette mesure.,B2,We seem to forget that school staff already apply this measure.,75,0.07407407407407407,56,0.308641975308642,0.5982664096359187,0.0,0.0
"Dans 97 % des collèges, l’utilisation du portable est interdite.",B2,"In 97% of colleges, cell phone use is prohibited.",62,0.03125,37,0.421875,0.7028769841269842,0.0,0.0
"Cela fonctionne plus ou moins bien. Si un élève utilise son téléphone ou s’il sonne en cours,
l’appareil est confsqué et remis aux parents. ",B2,"It works more or less well. If a student uses their phone or rings in class, the device is confiscated and returned to the parents.",134,0.042857142857142816,94,0.3285714285714286,0.6788456448317118,0.020833333333333332,0.04081632653061224
Elle ajoute qu’une interdiction totale est impossible à gérer.,B2,She adds that a total ban is impossible to manage.,60,0.032258064516129004,39,0.3709677419354839,0.6347805870386516,0.05555555555555555,0.10526315789473684
"Quand on est sur le terrain, on s’en rend bien compte.",B2,"When we are in the field, we realize it.",50,0.07407407407407407,37,0.31481481481481477,0.627575564069817,0.0,0.0
"De plus, les élèves ont des téléphones portables au collège car ils sont équipés par leurs parents qui veulent pouvoir joindre leur enfant après la classe, parce que ça les rassure.",B2,"In addition, students have cell phones in college because they are equipped by their parents who want to be able to reach their child after class, because that reassures them.",159,0.12154696132596687,124,0.3149171270718232,0.6958850984633673,0.016666666666666666,0.03278688524590164
"Selon le responsable d’une fédération de parents d’élèves, il y aurait autant de parents favorables à l’interdiction des téléphones portables qu’à leur autorisation.",B2,"According to the head of a parents&#39; federation, there are as many parents in favor of the ban on cell phones as of their authorization.",157,0.048484848484848464,103,0.37575757575757573,0.7052040580973956,0.02127659574468085,0.041666666666666664
C’est pourquoi les modalités de cette interdiction doivent être discutées avec les familles.,B2,This is why the terms of this ban must be discussed with the families.,86,0.06521739130434778,58,0.3695652173913043,0.6330891831712177,0.0,0.0
Ajouter de l’interdiction à l’interdiction ne dit pas comment on règle le problème.,B2,Adding prohibition to prohibition does not say how to solve the problem.,71,0.14457831325301207,50,0.3975903614457831,0.664398334077049,0.0,0.0
Tous les collèges ne sont pas équipés de casiers.,B2,Not all colleges have lockers.,45,0.08163265306122447,31,0.36734693877551017,0.6583949521837721,0.0,0.0
Cela nécessite des équipements et suffsamment de place.,B2,This requires equipment and sufficient space.,54,0.018181818181818188,27,0.509090909090909,0.6700336700336701,0.0,0.0
L’autre élément est que certains enseignants développent un usage pédagogique des outils numériques.,B2,The other element is that some teachers are developing an educational use of digital tools.,95,0.050000000000000044,70,0.30000000000000004,0.7033126966929784,0.0,0.0
Un autre inconvénient à cette interdiction est le risque de priver les adolescents d’un apprentissage sur l’utilisation raisonnée d’Internet et des réseaux sociaux.,B2,Another drawback to this ban is the risk of depriving adolescents of learning about the reasoned use of the Internet and social networks.,154,0.060975609756097615,106,0.35365853658536583,0.6874421529463085,0.022222222222222223,0.043478260869565216
"Les enseignants font réféchir leurs élèves quant à leur utilisation du numérique, aux conséquences de ce qu’ils y écrivent, au droit à l’image et au respect de l’autre.",B2,"Teachers make their students think about their use of digital technology, the consequences of what they write there, the right to image and respect for others.",159,0.0535714285714286,113,0.32738095238095233,0.6918177622631689,0.018867924528301886,0.037037037037037035
"Les outils numériques contribuent à la formation des élèves. On aurait préféré une réfexion collective sur la place du numérique à l’école plutôt que de découvrir que le sujet serait à nouveau relancé, sans dialogue.",B2,"Digital tools contribute to the training of students. We would have preferred a collective reflection on the place of digital technology in school rather than discovering that the subject would be relaunched again, without dialogue.",220,0.051724137931034475,155,0.3318965517241379,0.690865093768905,0.04477611940298507,0.08571428571428572
Le ministère devrait ouvrir le débat à tous les acteurs de l’école.,B2,The ministry should open the debate to all stakeholders in the school.,63,0.09999999999999998,43,0.3857142857142857,0.724274233229457,0.0,0.0
Il faut arrêter de considérer que le vélo est un sujet mineur.,B2,We must stop thinking that the bicycle is a minor subject.,58,0.06451612903225812,47,0.24193548387096775,0.6007575985329044,0.0,0.0
"L’appel est de la ministre des transports, lors d’un congrès sur les transports non polluants.",B2,"The call is from the Minister of Transport, during a congress on non-polluting transport.",81,0.13829787234042556,59,0.37234042553191493,0.71016725546967,0.0,0.0
"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfn ce mode de transport, notamment grâce à « l’indemnité kilométrique ».",B2,"On this occasion, a major bicycle plan was announced to finally get this mode of transport off the ground, in particular thanks to the “kilometer allowance”.",135,0.14012738853503182,107,0.3184713375796179,0.7048524620846566,0.08333333333333333,0.15384615384615385
Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût d’achat du vélo et de participer aux frais d’entretien.,B2,Compensation paid to cyclists using their bicycles to get to work reduces the cost of purchasing the bicycle and contributes to maintenance costs.,154,0.04938271604938271,118,0.2716049382716049,0.6508963301200744,0.0,0.0
L’employeur a en effet déjà obligation de prendre en charge la moitié de l’abonnement aux transports en commun de ses salariés.,B2,The employer is in fact already obliged to cover half of the public transport subscription of his employees.,122,0.03937007874015752,84,0.3385826771653543,0.6881821274865895,0.0,0.0
Il a également la possibilité de verser des indemnités kilométriques à ceux qui utilisent leur véhicule personnel pour se rendre au travail.,B2,It also has the option of paying mileage allowances to those who use their personal vehicle to get to work.,132,0.05714285714285716,100,0.2857142857142857,0.6386092293153559,0.0,0.0
"Le problème, c’est que cette indemnité vélo n’est pas obligatoire et que « moins de 1 % des actifs français travaillent pour une structure qui la propose à ses employés ».",B2,The problem is that this bicycle allowance is not compulsory and that “less than 1% of French workers work for a structure that offers it to its employees”.,162,0.052631578947368474,116,0.32163742690058483,0.7157812678948194,0.017241379310344827,0.03389830508474576
"Car là où elle est appliquée, cette indemnité a produit d’excellents résultats.",B2,"Because where it is applied, this compensation has produced excellent results.",77,0.025316455696202556,45,0.430379746835443,0.7310464675971006,0.0,0.0
"Il n’y a là rien d’impossible, estime un député, 75 % des déplacements domicile-travail font aujourd’hui moins de 5 km et 70 % de ces trajets sont faits aujourd’hui en voiture.",B2,"There is nothing impossible there, estimates a deputy, 75% of home-work trips are less than 5 km today and 70% of these trips are made today by car.",165,0.0625,120,0.31818181818181823,0.7263572125213346,0.05357142857142857,0.1016949152542373
"Pourtant, sur cette distance, le vélo est le mode de transport le plus performant en milieu urbain et semi-urbain.",B2,"However, over this distance, the bicycle is the most efficient mode of transport in urban and semi-urban areas.",105,0.07894736842105265,73,0.35964912280701755,0.7379871472816601,0.08823529411764706,0.16216216216216217
Le député invite également à prendre en considération les nombreux avantages du vélo sur l’écologie et ses bienfaits sur la santé des salariés qui sont plus en forme.,B2,The deputy also invites us to take into consideration the many advantages of cycling on ecology and its health benefits for employees who are in better shape.,139,0.16265060240963858,105,0.3674698795180723,0.7276134723900469,0.0,0.0
"Ainsi, ils gagnent en effcacité et l’employeur en profte.",B2,"Thus, they gain in efficiency and the employer benefits.",47,0.17543859649122806,34,0.4035087719298246,0.7458298524087997,0.0,0.0
"Une étude récente montre cependant que les cyclistes sont d’abord demandeurs de plus de sécurité et de stationnements vélo, aux abords des gares en particulier.",B2,"A recent study shows, however, that cyclists are first and foremost asking for more safety and bicycle parking, especially near stations.",153,0.043749999999999956,121,0.24375000000000002,0.6814346541536324,0.0,0.0
La prise en compte de ces exigences nécessitera de construire de nouvelles infrastructures.,B2,Taking these requirements into account will require building new infrastructure.,84,0.07692307692307687,57,0.37362637362637363,0.6890364265364265,0.0,0.0
"Chaque année, plus de 300 millions de tonnes de plastique ne sont pas recyclées.",B2,"Each year, more than 300 million tonnes of plastic is not recycled.",75,0.0625,37,0.5375,0.6788419016030955,0.08333333333333333,0.15384615384615385
"Les conséquences sur la nature sont gravissimes, notamment sur les océans qui contiendraient selon la revue américaine Science plus de 110 millions de tonnes de déchets plastiques.",B2,"The consequences on nature are extremely serious, especially on the oceans which, according to the American journal Science, contain more than 110 million tonnes of plastic waste.",151,0.1611111111111111,113,0.37222222222222223,0.7528744160935511,0.058823529411764705,0.1111111111111111
"Des îles entières se retrouvent recouvertes par les déchets, c’est le cas de l’île Henderson sur laquelle 17 millions de tonnes de déchets se seraient accumulés car l’île est située tout proche d’un tourbillon géant, le gyre du Sud Pacifique.",B2,"Entire islands are covered by waste, this is the case of Henderson Island on which 17 million tonnes of waste would have accumulated because the island is located very close to a giant whirlpool, the South Pacific Gyre. .",231,0.045454545454545414,158,0.3471074380165289,0.704769096852905,0.039473684210526314,0.0759493670886076
"Au delà du désagrément esthétique, ces déchets menacent la moitié des oiseaux marins et au moins 200 espèces de poissons, crustacées et mammifères vivant dans les océans parce qu’ils confondent ces déchets avec de la nourriture.",B2,"Beyond the aesthetic inconvenience, this waste threatens half of seabirds and at least 200 species of fish, crustaceans and mammals living in the oceans because they confuse this waste with food.",217,0.04824561403508776,147,0.35526315789473684,0.7174244783556524,0.015151515151515152,0.029850746268656716
Le temps est loin où les explorateurs découvraient des îles désertes avec des plages de sable fin.,B2,Gone are the days when explorers discovered deserted islands with sandy beaches.,91,0.0714285714285714,62,0.36734693877551017,0.6961125494974109,0.0,0.0
"Les aventuriers d’aujourd’hui, s’ils découvrent une île, ont bien des chances qu’elle ne soit constituée que par des déchets plastiques.",B2,"Today&#39;s adventurers, if they discover an island, have a good chance that it is only made up of plastic waste.",134,0.014705882352941124,95,0.30147058823529416,0.6638527387356122,0.0,0.0
"Ce n’est un secret pour personne, les Français sont de grands amateurs de fromage, ils en mangeraient 25 kilos par an et par personne.",B2,"It&#39;s no secret that the French are big cheese lovers, they eat 25 kilos per year and per person.",118,0.11940298507462688,80,0.4029850746268657,0.6602402621041136,0.075,0.13953488372093023
"Certains disent qu’il en existe 300 sortes, d’autres qu’il y en aurait autant que de jours dans l’année, et d’autres encore prétendent qu’il faudrait plusieurs années en goûtant un fromage par jour pour faire le tour de toutes les variétés de fromage de l’Hexagone.",B2,"Some say that there are 300 kinds, others that there are as many as there are days in the year, and still others claim that it would take several years of tasting a cheese a day to go around. of all varieties of cheese in France.",247,0.06792452830188678,186,0.29811320754716986,0.7119793582261167,0.011235955056179775,0.022222222222222223
"Quel qu’en soit le nombre, on ne va pas en faire tout un fromage !",B2,"Whatever the number, we are not going to make a big deal out of it!",64,0.04477611940298509,51,0.23880597014925375,0.7008495845194703,0.0,0.0
"Intéressons-nous plutôt à ces fromages qui font la fierté des terroirs français, ces 45 fromages dont l’appellation d’origine est protégée : les AOP.",B2,"Let&#39;s take a look at these cheeses which are the pride of French terroirs, these 45 cheeses with protected designation of origin: PDO.",133,0.10738255033557043,109,0.2684563758389261,0.6853479140902543,0.022222222222222223,0.043478260869565216
"Comme son nom l’indique, le fromage AOP a une appellation d’origine protégée.",B2,"As its name suggests, PDO cheese has a protected designation of origin.",77,0.0,58,0.24675324675324672,0.6902505944759465,0.043478260869565216,0.08333333333333333
"Cela signifie que le camembert de Normandie, le symbole même de la France et « des fromages qui puent » ne peut pas être produit n’importe où !",B2,"This means that the Camembert de Normandie, the very symbol of France and “smelly cheeses” cannot be produced just anywhere!",137,0.04195804195804198,86,0.39860139860139865,0.6819174374013084,0.06666666666666667,0.125
"Si ce n’est pas en Normandie avec des vaches normandes, dans une boîte en bois et qu’il n’est pas moulé à la louche, alors il ne pourra pas se prévaloir de l’appellation d’origine protégée, ce ne sera qu’un vulgaire « camembert », une pâle copie, une contrefaçon, que dis-je une escroquerie !",B2,"If it is not in Normandy with Norman cows, in a wooden box and it is not molded with a ladle, then it will not be able to claim the protected designation of origin, it will not be What a vulgar &quot;Camembert&quot;, a pale copy, a counterfeit, what am I saying a swindle!",278,0.047945205479452024,195,0.3321917808219178,0.6813147966796341,0.0,0.0
Ce ne sera pas un camembert de Normandie !,B2,It won&#39;t be a Normandy Camembert!,40,0.04761904761904767,34,0.19047619047619047,0.6150257400257401,0.0,0.0
"Le sigle AOP est donc une garantie pour le consommateur que la production de lait, le caillage, l’égouttage, le salage, le moulage, le pressage, l’affinage et pour certains le lavage aient bien eu lieu dans la zone géographique de l’appellation.",B2,"The PDO acronym is therefore a guarantee for the consumer that the production of milk, curdling, draining, salting, molding, pressing, refining and for some washing have indeed taken place in the geographical area of the name.",233,0.048979591836734726,155,0.36734693877551017,0.7048168625143463,0.013333333333333334,0.02631578947368421
"Les fromages AOP ne peuvent pas être délocalisés dans un autre pays ni même dans une autre région, pas même dans un village voisin dès lors qu’il n’appartient pas au terroir définit par l’appellation.",B2,"PDO cheeses cannot be relocated to another country or even to another region, not even in a neighboring village since it does not belong to the terroir defined by the appellation.",190,0.050000000000000044,128,0.36,0.6619225103532616,0.031746031746031744,0.06153846153846154
Car les fromages ayant une appellation protégée appartiennent tous à une aire géographique et aux hommes qui l’occupent.,B2,Because the cheeses with a protected designation all belong to a geographical area and to the people who occupy it.,111,0.07499999999999996,87,0.275,0.6997584541062801,0.0,0.0
"Ces fromages sont en quelque sorte une garantie pour le bien-être des vaches et des chèvres, et pour la préservation du terroir.",B2,"These cheeses are in a way a guarantee for the well-being of cows and goats, and for the preservation of the soil.",117,0.0859375,77,0.3984375,0.7147295321637427,0.0,0.0
Prenons l’exemple du roquefort dont la fabrication remonte au moins au onzième siècle.,B2,"Let us take the example of Roquefort, the manufacture of which dates back at least to the eleventh century.",102,0.04672897196261683,73,0.31775700934579443,0.6203419086487983,0.0,0.0
"Le lait collecté pour le roquefort est délimité dans un territoire d’un rayon de 100 kilomètres autour du village de Roquefort-sur-Soulzon situé dans l’Aveyron et nulle part ailleurs, sinon ce n’est plus du roquefort.",B2,"The milk collected for Roquefort is delimited in a territory with a radius of 100 kilometers around the village of Roquefort-sur-Soulzon located in Aveyron and nowhere else, otherwise it is no longer Roquefort.",201,0.07373271889400923,99,0.543778801843318,0.753180685331817,0.046875,0.08955223880597014
"D’ailleurs, l’affinage ne peut être fait que dans la commune de Roquefort-sur-Soulzon.",B2,"Moreover, maturing can only be done in the commune of Roquefort-sur-Soulzon.",79,0.08139534883720934,40,0.5348837209302326,0.6843058370287136,0.09523809523809523,0.17391304347826086
"En faisant le choix de manger un fromage AOP, on fait plus que manger du fromage : on goûte aussi son terroir, on participe au maintien des paysages et des traditions du fromage concerné.",B2,"By choosing to eat PDO cheese, we do more than just eat cheese: we also taste our terroir, we participate in maintaining the landscapes and traditions of the cheese concerned.",179,0.04278074866310155,111,0.4064171122994652,0.7255594043345855,0.03225806451612903,0.0625
Difficile de faire un classement quand il s’agit de fromage car un fromage qui se vend bien n’est pas acheté que pour des raisons gustatives.,B2,It is difficult to rank when it comes to cheese because a cheese that sells well is not bought only for taste reasons.,136,0.03546099290780147,104,0.26241134751773054,0.6754040106878567,0.0,0.0
"Certes il doit répondre aux goûts du consommateur, mais aussi aux capacités de son porte-monnaie.",B2,"Certainly it must meet the tastes of the consumer, but also the capacities of his wallet.",84,0.134020618556701,62,0.3608247422680413,0.6851569789186813,0.0,0.0
On peut cependant imaginer les fromages qui pourraient figurer sur un plateau de fromage type.,B2,"However, one can imagine the cheeses that could appear on a typical cheese board.",89,0.05319148936170215,65,0.3085106382978723,0.6928579607066605,0.0,0.0
"Il y aurait un camembert de Normandie, un morceau de Comté, de l’emmental, une part de Brie de Meaux, un peu de saint-nectaire, du cantal, du roquefort, un pont-l’évêque et un munster.",B2,"There would be a Camembert from Normandy, a piece of Comté, Emmental, a part of Brie de Meaux, a little Saint-Nectaire, Cantal, Roquefort, a Pont-l&#39;Evêque and a Munster.",162,0.11956521739130432,73,0.6032608695652174,0.7327706570606797,0.09090909090909091,0.16666666666666666
Aujourd’hui le « greffe électronique » est à la disposition des entrepreneurs.,B2,Today the “electronic registry” is available to entrepreneurs.,73,0.0641025641025641,45,0.42307692307692313,0.6691590846429557,0.05263157894736842,0.1
Toute formalité de modification nécessite la réalisation de démarches avant la réalisation du dossier ainsi que la préparation des pièces justificatives et des documents à joindre au dossier.,B2,Any modification formality requires the completion of procedures before the completion of the file as well as the preparation of supporting documents and documents to be attached to the file.,180,0.05759162303664922,138,0.2774869109947644,0.6967624746233572,0.03571428571428571,0.06896551724137931
Vous pouvez également poser une question en ligne aux juristes du greffe qui vous répondent très rapidement.,B2,You can also ask a question online to the registry lawyers who will answer you very quickly.,101,0.06481481481481477,74,0.31481481481481477,0.6474298253923146,0.030303030303030304,0.058823529411764705
"Une fois que vous vous êtes muni des pièces et documents demandés, vous les scannez et les enregistrez sous format numérique.",B2,"Once you have the required parts and documents, you scan them and save them in digital format.",115,0.07999999999999996,80,0.36,0.6688591691995948,0.0,0.0
"Attention, vous devez certifier conformes la « version papier » des statuts de votre entreprise et celle de votre pièce d’identité, puis vous devez les signer de façon manuscrite avant de les scanner.",B2,"Please note, you must certify the “paper version” of your company&#39;s articles of association and that of your identity document as true, then you must sign them in handwriting before scanning them.",182,0.08999999999999997,148,0.26,0.6930065359477124,0.0,0.0
"Quand vous disposez de tous vos fichiers numérisés, vous pouvez effectuer la formalité en ligne en remplissant le formulaire interactif que vous validerez en fin de saisie.",B2,"When you have all your scanned files, you can complete the formality online by filling out the interactive form that you will validate at the end of the entry.",165,0.04069767441860461,114,0.33720930232558144,0.6830638477229369,0.0,0.0
Vous joindrez à votre formulaire les pièces justificatives et documents sous format numérique.,B2,You will attach supporting documents and documents in digital format to your form.,78,0.17021276595744683,69,0.26595744680851063,0.6742112756643115,0.08333333333333333,0.15384615384615385
